학교종류,시도,학교명,본분교,학교상태,설립,주소,홈페이지
전문대학(2년제),전남,전남도립대학교,본교,기존,공립,전남 담양군 담양읍 죽녹원로 152,www.dorip.ac.kr
전문대학(2년제),강원,송호대학교,본교,기존,사립,강원 횡성군 횡성읍 남산로 210,www.songho.ac.kr
전문대학(2년제),경기,한국관광대학교,본교,기존,사립,경기 이천시 신둔면 고척리 한국관광대학교,www.ktc.ac.kr
전문대학(2년제),강원,송곡대학교,본교,기존,사립,강원 춘천시 남산면 한치로 69-67,www.songgok.ac.kr
전문대학(2년제),경남,한국승강기대학교,본교,기존,사립,경남 거창군 거창읍 운정1길 120,http://www.klc.ac.kr
교육대학,충남,공주교육대학교,본교,기존,국립,충남 공주시 봉황동 공주교육대학교,www.gjue.ac.kr
교육대학,광주,광주교육대학교,본교,기존,국립,광주광역시 북구 필문대로55  광주교육대학교,www.gnue.ac.kr
교육대학,대구,대구교육대학교,본교,기존,국립,대구 남구 중앙대로 219,http://www.dnue.ac.kr
교육대학,부산,부산교육대학교,본교,기존,국립,부산 연제구 교대로 24번지(거제1동) 부산교육대학교 ,www.bnue.ac.kr
교육대학,서울,서울교육대학교,본교,기존,국립,서울 서초구 서초중앙로 96(서초동 1650),www.snue.ac.kr
교육대학,인천,경인교육대학교,본교,기존,국립,인천 계양구 계산1동 산59-12,www.ginue.ac.kr
교육대학,경기,경인교육대학교,제2캠퍼스,기존,국립,경기 안양시 만안구 석수동 6-8번지,www.ginue.ac.kr
교육대학,전북,전주교육대학교,본교,기존,국립,전북 전주시 완산구 동서학동 전주교육대학교 ,www.jnue.kr
교육대학,경남,진주교육대학교,본교,기존,국립,경남 진주시 신안동 진주교육대학교,www.cue.ac.kr
교육대학,충북,청주교육대학교,본교,기존,국립,충북 청주시 흥덕구 수곡동 135,www.cje.ac.kr
교육대학,강원,춘천교육대학교,본교,기존,국립,강원도 춘천시 공지로 126 춘천교육대학교,www.cnue.ac.kr
일반대학,강원,강릉원주대학교,본교,기존,국립,강원 강릉시 지변동 강릉원주대학교 ,www.gwnu.ac.kr
일반대학,강원,강릉원주대학교,제2캠퍼스,기존,국립,강원 원주시 남원로 901 강릉원주대학교 원주캠퍼스,www.gwnu.ac.kr
일반대학,강원,강원대학교,본교,기존,국립,강원 춘천시 강원대학길1(효자동) 강원대학교,http://www.kangwon.ac.kr/
일반대학,강원,강원대학교,제2캠퍼스,기존,국립,강원 삼척시 중앙로 346(교동 산 253),http://samcheok.kangwon.ac.kr/
일반대학,대구,경북대학교,본교,기존,국립,대구광역시 북구 대학로 80 경북대학교 ,www.knu.ac.kr
일반대학,경북,경북대학교,제2캠퍼스,폐교,국립,경북 상주시 경상대로 2559 ,http://www.knu.ac.kr/
일반대학,경남,경상대학교,본교,기존,국립,경남 진주시 진주대로 501,www.gnu.ac.kr
일반대학,충남,공주대학교,본교,기존,국립,충남 공주시 신관동  182 번지 공주대학교,www.kongju.ac.kr
일반대학,전북,군산대학교,본교,기존,국립,전라북도 군산시 대학로 558(미룡동 군산대학교),http://kunsan.ac.kr
일반대학,경북,금오공과대학교,본교,기존,국립,경북 구미시 대학로 61 금오공과대학교,www.kumoh.ac.kr
일반대학,전남,목포대학교,본교,기존,국립,전남 무안군 청계면 도림리 목포대학교,www.mokpo.ac.kr
일반대학,전남,목포해양대학교,본교,기존,국립,전라남도 목포시 해양대학로 91 목포해양대학교,www.mmu.ac.kr
일반대학,부산,부경대학교,본교,기존,국립,부산 남구 대연3동 599-1 부경대학교,www.pknu.ac.kr
일반대학,부산,부산대학교,본교,기존,국립,부산 금정구 장전2동 산30 부산대학교 부산캠퍼스,www.pusan.ac.kr
일반대학,서울,서울대학교,본교,기존,국립대법인,서울 관악구 관악로 1 서울대학교,www.snu.ac.kr
일반대학,전남,순천대학교,본교,기존,국립,전남 순천시 매곡동 순천대학교,www.sunchon.ac.kr
일반대학,경북,안동대학교,본교,기존,국립,경북 안동시 경동로 1375(송천동) 안동대학교,www.andong.ac.kr
일반대학,광주,전남대학교,본교,기존,국립,광주 북구 용봉로 333,www.chonnam.ac.kr
일반대학,전남,전남대학교,제2캠퍼스,기존,국립,전남 여수시 둔덕동 산96-1,www.chonnam.ac.kr
일반대학,전북,전북대학교,본교,기존,국립,전북 전주시 덕진구 덕진동1가 전북대학교,www.jbnu.ac.kr
일반대학,제주,제주대학교,본교,기존,국립,제주특별자치도 제주시 아라1동 제주대학로 102,www.jejunu.ac.kr
일반대학,경남,창원대학교,본교,기존,국립,경남 창원시 의창구 창원대학로 20,www.changwon.ac.kr
일반대학,대전,충남대학교,본교,기존,국립,대전 유성구 궁동 충남대학교,http://www.cnu.ac.kr
일반대학,충북,충북대학교,본교,기존,국립,충북 청주시 흥덕구 내수동로 52(개신동),www.chungbuk.ac.kr
일반대학,충북,한국교원대학교,본교,기존,국립,충북 청원군 강내면 한국교원대학교,www.knue.ac.kr
일반대학,서울,한국체육대학교,본교,기존,국립,서울 송파구 오륜동 한국체육대학교,www.knsu.ac.kr/
일반대학,부산,한국해양대학교,본교,기존,국립,부산 영도구 동삼2동 한국해양대학교,www.hhu.ac.kr
일반대학,충북,한국교통대학교,본교,기존,국립,충북 충주시 대소원면 대학로 50 ,www.ut.ac.kr
일반대학,경남,경남과학기술대학교,본교,기존,국립,경남 진주시 동진로33 경남과학기술대학교,http://www.gntech.ac.kr
일반대학,서울,서울과학기술대학교,본교,학제 변경,국립,서울 노원구 공릉로 232 (공릉동 172),www.seoultech.ac.kr
일반대학,경기,한경대학교,본교,기존,국립,경기 안성시 중앙로 327(석정동),www.hknu.ac.kr
일반대학,대전,한밭대학교,본교,기존,국립,대전 유성구 덕명동 한밭대학교 ,www.hanbat.ac.kr
일반대학,서울,서울시립대학교,본교,기존,공립,서울 동대문구 서울시립대로 163 (전농동 90번지) ,www.uos.ac.kr
일반대학,인천,인천대학교,본교,기존,국립대법인,인천 연수구 아카데미로 119 ,www.incheon.ac.kr
일반대학,경북,가야대학교,본교,기존,사립,경북 고령군 고령읍 대가야로 1103,WWW.KAYA.AC.KR
일반대학,경남,가야대학교,제2캠퍼스,기존,사립,경남 김해시 삼계로 208 (삼계동),WWW.KAYA.AC.KR
일반대학,경기,가톨릭대학교,본교,기존,사립,경기 부천시 원미구 역곡2동 가톨릭대학교 성심교정 ,www.catholic.ac.kr
일반대학,서울,가톨릭대학교,제2캠퍼스,기존,사립,서울 서초구 반포동 505,songeui.catholic.ac.kr
일반대학,서울,가톨릭대학교,제3캠퍼스,기존,사립,서울 종로구 창경궁로 296-12(혜화동) ,http://catholic.ac.kr
일반대학,서울,감리교신학대학교,본교,기존,사립,서울 서대문구 냉천동 감리교신학대학,www.mtu.ac.kr
일반대학,경기,강남대학교,본교,기존,사립,경기 용인시 기흥구 구갈동 111번지 강남대학교,www.kangnam.ac.kr
일반대학,서울,건국대학교,본교,기존,사립,서울 광진구 화양동,www.konkuk.ac.kr
일반대학,충북,건국대학교,분교1,기존,사립,충북 충주시 충원대로 268 건국대학교 GLOCAL캠퍼스,www.kku.ac.kr
일반대학,충남,건양대학교,본교,기존,사립,충남 논산시 내동 건양대학교,www.konyang.ac.kr
일반대학,대전,건양대학교,제2캠퍼스,기존,사립,대전 서구 가수원동 685번지,www.konyang.ac.kr
일반대학,경기,경기대학교,본교,기존,사립,경기 수원시 영통구 광교산로 154-42 경기대학교,www.kyonggi.ac.kr
일반대학,서울,경기대학교,제2캠퍼스,기존,사립,서울 서대문구 경기대로9길 24 경기대학교,www.kyonggi.ac.kr
일반대학,경남,경남대학교,본교,기존,사립,경남 창원시 마산합포구 경남대학로 7(월영동),www.kyungnam.ac.kr
일반대학,강원,경동대학교,본교,기존,사립,강원 고성군 토성면 봉포4길 46(산91-1),
일반대학,강원,경동대학교,제2캠퍼스,기존,사립,강원 속초시 도리원길 5 (산244번지),
일반대학,강원,경동대학교,제3캠퍼스,기존,사립,강원 원주시 문막읍 견훤로 815 (산58-2),
일반대학,경북,대구한의대학교,본교,기존,사립,경북 경산시 유곡동 대구한의대학교,www.dhu.ac.kr
일반대학,부산,경성대학교,본교,기존,사립,부산광역시 남구 수영로 309(대연동),http://ks.ac.kr
일반대학,경기,가천대학교,본교,기존,사립,경기 성남시 수정구 성남대로 1342 (복정동),www.gachon.ac.kr
일반대학,경북,경일대학교,본교,기존,사립,경북 경산시 하양읍 경일대학교,www.kiu.ac.kr
일반대학,경북,경주대학교,본교,기존,사립,경북 경주시 태종로 188 경주대학교,www.gju.ac.kr
일반대학,서울,경희대학교,본교,기존,사립,서울 동대문구 회기동 경희대학교,www.khu.ac.kr
일반대학,대구,계명대학교,본교,기존,사립,대구 달서구 달구벌대로 1095 계명대학교 성서캠퍼스,www.kmu.ac.kr
일반대학,서울,고려대학교,본교,기존,사립,서울 성북구 안암동 고려대학교,www.korea.ac.kr
일반대학,세종,고려대학교 세종캠퍼스,분교1,기존,사립,세종특별자치시 조치원읍 서창리 고려대학교세종캠퍼스 ,sejong.korea.ac.kr
일반대학,부산,고신대학교,본교,기존,사립,부산 영도구 동삼동  149-1,www.kosin.ac.kr
일반대학,강원,관동대학교,본교,기존,사립,강원도 강릉시 범일로 579번길 24(내곡동),www.kd.ac.kr
일반대학,광주,광신대학교,본교,기존,사립,광주 북구 본촌동 산70 광신대학교,www.kwangshin.ac.kr
일반대학,서울,광운대학교,본교,기존,사립,서울특별시 노원구 월계동 447-1,http://www.kw.ac.kr
일반대학,전남,광주가톨릭대학교,본교,기존,사립,전남 나주시 남평읍 광주가톨릭대학교,www.gjcatholic.ac.kr
일반대학,광주,광주여자대학교,본교,기존,사립,광주 광산구 산정동 광주여자대학교,www.kwu.ac.kr
일반대학,서울,국민대학교,본교,기존,사립,서울 성북구 정릉3동 국민대학교,www.kookmin.ac.kr
일반대학,서울,그리스도대학교,본교,기존,사립,서울 강서구 화곡6동 그리스도대학교,kcu.ac.kr
일반대학,충북,극동대학교,본교,기존,사립,충북 음성군 감곡면 왕장리 극동대학교,www.kdu.ac.kr
일반대학,충남,나사렛대학교,본교,기존,사립,충남 천안시 쌍용2동 456번 나사렛대학교,www.kornu.ac.kr
일반대학,경기,단국대학교,본교,기존,사립,경기 용인시 수지구 죽전동 126번지,http://www.dankook.ac.kr
일반대학,충남,단국대학교,분교1,기존,사립,충남 천안시 동남구 안서동 산29번지,www.dankook.ac.kr
일반대학,경북,대구대학교,본교,기존,사립,경북 경산시 진량읍 대구대학교경산캠퍼스,www.daegu.ac.kr
일반대학,경북,대구예술대학교,본교,기존,사립,경상북도 칠곡군 가산면 다부 거문1길 202,www.dgau.ac.kr
일반대학,경북,대구가톨릭대학교,본교,기존,사립,경북 경산시 하양읍 하양로 13-13,www.cu.ac.kr
일반대학,전남,세한대학교,본교,기존,사립,전남 영암군 삼호읍 녹색로 1113,http://www.sehan.ac.kr
일반대학,경북,대신대학교,본교,기존,사립,경북 경산시 백천동 대신대학교,www.daeshin.ac.kr
일반대학,세종,대전가톨릭대학교,본교,기존,사립,세종특별자치시 전의면 가톨릭대학로 30,dcatholic.ac.kr
일반대학,대전,대전대학교,본교,기존,사립,대전 동구 대학로 62 (용운동) 대전대학교,www.dju.ac.kr
일반대학,경기,대진대학교,본교,기존,사립,경기 포천시 호국로 1007 대진대학교,www.daejin.ac.kr
일반대학,서울,서울기독대학교,본교,기존,사립,서울 은평구 갈현로 4길 26-2호,www.scu.ac.kr
일반대학,서울,덕성여자대학교,본교,기존,사립,서울특별시 도봉구 삼양로 144길 33,http://www.duksung.ac.kr
일반대학,서울,동국대학교,본교,기존,사립,서울 중구 필동3가 동국대학교,http://www.dongguk.edu
일반대학,경북,동국대학교,분교1,기존,사립,경북 경주시 동대로 123번지 동국대학교 경주캠퍼스,web.dongguk.ac.kr
일반대학,서울,동덕여자대학교,본교,기존,사립,서울 성북구 하월곡2동 동덕여자대학교,www.dongduk.ac.kr
일반대학,부산,동서대학교,본교,기존,사립,부산 사상구 주례2동 동서대학교,www.dongseo.ac.kr
일반대학,전남,동신대학교,본교,기존,사립,전남 나주시 대호동 동신대학교,http://www.dsu.ac.kr
일반대학,부산,동아대학교,본교,기존,사립,부산 사하구 하단2동 동아대학교,www.donga.ac.kr
일반대학,경북,동양대학교,본교,기존,사립,경북 영주시 풍기읍 동양대학교,www.dyu.ac.kr
일반대학,부산,동의대학교,본교,기존,사립,부산 부산진구 엄광로 176 동의대학교,www.deu.ac.kr
일반대학,경기,루터대학교,본교,기존,사립,경기 용인시 기흥구 상갈동 금화로82번길 20 루터대학교,www.ltu.ac.kr
일반대학,서울,명지대학교 인문캠퍼스,제2캠퍼스,기존,사립,서울 서대문구 남가좌동 50-3,www.mju.ac.kr
일반대학,경기,명지대학교 자연캠퍼스,본교,기존,사립,경기 용인시 처인구 남동 산 38-2,www.mju.ac.kr
일반대학,대전,목원대학교,본교,기존,사립,대전 서구 목원길21(도안동) 목원대학교,www.mokwon.ac.kr
일반대학,대전,배재대학교,본교,기존,사립,대전 서구 배재로 155-40(도마동),www.pcu.ac.kr
일반대학,부산,부산가톨릭대학교,본교,기존,사립,부산 금정구 부곡3동 9번지 부산가톨릭대학교,www.cup.ac.kr
일반대학,부산,부산외국어대학교,본교,기존,사립,부산 남구 석포로 15 부산외국어대학교,www.bufs.ac.kr
일반대학,서울,삼육대학교,본교,기존,사립,서울시 노원구 화랑로 815(공릉2동 26-21),http://www.syu.ac.kr
일반대학,서울,상명대학교,본교,기존,사립,서울 종로구 홍지동 상명대학교,www.smu.ac.kr
일반대학,충남,상명대학교,분교1,기존,사립,충남 천안시 동남구 상명대길 31,www.smu.ac.kr
일반대학,강원,상지대학교,본교,기존,사립,강원도 원주시 상지대길 83번지(우산동),www.sangji.ac.kr
일반대학,서울,서강대학교,본교,기존,사립,서울 마포구 신수동 서강대학교,www.sogang.ac.kr
일반대학,서울,서경대학교,본교,기존,사립,서울 성북구 정릉4동 서경대학교,http://www.skuniv.ac.kr
일반대학,전북,서남대학교,본교,기존,사립,전북 남원시 광치동 서남대학교,www.seonam.ac.kr
일반대학,충남,서남대학교,제2캠퍼스,기존,사립,충남 아산시 송악면 평촌리 산 36-1,asan.seonam.ac.kr
일반대학,경기,서울신학대학교,본교,기존,사립,경기 부천시 소사구 소사본동 101,www.stu.ac.kr
일반대학,서울,서울여자대학교,본교,기존,사립,서울특별시 노원구 화랑로 621 서울여자대학교,www.swu.ac.kr
일반대학,경기,서울장신대학교,본교,기존,사립,경기 광주시 경안로 145 (경안동 219-1) 서울장신대학교,www.sjs.ac.kr
일반대학,충북,서원대학교,본교,기존,사립,충북 청주시 흥덕구 모충동 서원대학교,www.seowon.ac.kr
일반대학,충남,선문대학교,본교,기존,사립,충남 아산시 탕정면 선문대학교,www.sunmoon.ac.kr
일반대학,경기,성결대학교,본교,기존,사립,경기 안양시 만안구 성결대학교로 53,www.sungkyul.edu
일반대학,서울,성공회대학교,본교,기존,사립,서울 구로구 항동 성공회대학교,www.skhu.ac.kr
일반대학,서울,성균관대학교,본교,기존,사립,서울 종로구 명륜동3가 성균관대학교,http://www.skku.edu
일반대학,서울,성신여자대학교,본교,기존,사립,서울 성북구 동선동3가 성신여자대학교,www.sungshin.ac.kr
일반대학,충북,세명대학교,본교,기존,사립,충북 제천시 신월동 세명대학교,www.semyung.ac.kr
일반대학,서울,세종대학교,본교,기존,사립,서울 광진구 군자동 세종대학교,www.sejong.ac.kr
일반대학,경기,수원가톨릭대학교,본교,기존,사립,경기 화성시 봉담읍 왕림1길 67,www.suwoncatholic.ac.kr
일반대학,경기,수원대학교,본교,기존,사립,경기 화성시 봉담읍 와우리 와우안길 17,suwon.ac.kr
일반대학,서울,숙명여자대학교,본교,기존,사립,서울 용산구 청파로47길 100 숙명여자대학교,http://www.sookmyung.ac.kr/
일반대학,충남,순천향대학교,본교,기존,사립,충남 아산시 신창면 순천향로 22,www.sch.ac.kr
일반대학,서울,숭실대학교,본교,기존,사립,서울 동작구 상도동 511 숭실대학교,www.ssu.ac.kr
일반대학,부산,신라대학교,본교,기존,사립,부산광역시 사상구 백양대로 700번길 140(괘법동),www.silla.ac.kr
일반대학,경기,아세아연합신학대학교,본교,기존,사립,경기 양평군 옥천면 아신리 산151-1 아세아연합신학대학교 ,
일반대학,경기,아주대학교,본교,기존,사립,경기도 수원시 영통구 원천동 산 5번지 아주대학교,www.ajou.ac.kr
일반대학,경기,안양대학교,본교,기존,사립,경기 안양시 만안구 안양5동 안양대학교 708-113번지,www.anyang.ac.kr
일반대학,인천,안양대학교,제2캠퍼스,기존,사립,인천 강화군 불은면 삼성리 산102번지,http//www.anyang.ac.kr
일반대학,서울,연세대학교,본교,기존,사립,서울 서대문구 신촌동 연세대학교,www.yonsei.ac.kr
일반대학,강원,연세대학교 원주캠퍼스,분교1,기존,사립,강원도 원주시 연세대길 1,www.yonsei.ac.kr/wonju
일반대학,경북,영남대학교,본교,기존,사립,경상북도 경산시 대학로 280 영남대학교,http://www.yu.ac.kr
일반대학,경북,영남신학대학교,본교,기존,사립,경북 경산시 진량읍 영남신학대학교,www.ytus.ac.kr
일반대학,충북,영동대학교,본교,기존,사립,충북 영동군 영동읍 영동대학교,www.youngdong.ac.kr
일반대학,전남,영산선학대학교,본교,기존,사립,전남 영광군 백수읍 성지로 1357,http://www.youngsan.ac.kr
일반대학,경기,용인대학교,본교,기존,사립,경기 용인시 처인구 삼가동 용인대학교 ,www.yongin.ac.kr
일반대학,전북,우석대학교,본교,기존,사립,전북 완주군 삼례읍 우석대학교,www.woosuk.ac.kr
일반대학,울산,울산대학교,본교,기존,사립,울산 남구 대학로 93 울산대학교,www.ulsan.ac.kr
일반대학,전북,원광대학교,본교,기존,사립,전북 익산시 신용동 원광대학교 ,http://www.wonkwang.ac.kr
일반대학,경북,위덕대학교,본교,기존,사립,경북 경주시 강동면 동해대로 261,www.uu.ac.kr
일반대학,대전,을지대학교 대전캠퍼스,본교,기존,사립,대전 중구 용두동 을지대학교대전캠퍼스 ,www.eulji.ac.kr
일반대학,경기,을지대학교 성남캠퍼스,제2캠퍼스,기존,사립,경기 성남시 수정구 양지동 212,www.eulji.ac.kr
일반대학,서울,이화여자대학교,본교,기존,사립,서울 서대문구 대현동 11-1 이화여자대학교,www.ewha.ac.kr
일반대학,경남,인제대학교,본교,기존,사립,경남 김해시 어방동 인제대학교,http://www.inje.ac.kr
일반대학,부산,인제대학교,제2캠퍼스,기존,사립,부산 부산진구 개금동 633-165,www.inje.ac.kr
일반대학,인천,인천가톨릭대학교,본교,기존,사립,인천광역시 강화군 양도면 고려왕릉로 53,www.iccu.ac.kr
일반대학,인천,인천가톨릭대학교,제2캠퍼스,기존,사립,인천광역시 연수구 해송로 12(송도동),
일반대학,인천,인하대학교,본교,기존,사립,인천 남구 용현동,www.inha.ac.kr
